,created_at,screen_name,location,text
48,2021-05-04 09:00:47,CarbonZambia,"Lusaka, Zambia","Wheel alignment improves vehicle handling, fuel efficiency, and tyre life. 
Visit our stores for ⭐FREE⭐ advice on t… https://t.co/GuBGp7Amts"
49,2021-05-04 09:00:47,AutoAndTyreLTD,Lilongwe / Blantyre Malawi,"Wheel alignment improves vehicle handling, fuel efficiency, and tyre life. 
Visit our stores for ⭐FREE⭐ advice on t… https://t.co/NFXHHU5Cl5"
50,2021-05-04 09:00:47,carbonretail,"Dunlop Zone V.I, Lagos,Nigeria","Wheel alignment improves vehicle handling, fuel efficiency, and tyre life. 
Visit our stores for ⭐FREE⭐ advice on t… https://t.co/j7Z2SRjwty"
51,2021-05-04 09:00:35,PrestigeJonno,Super Leeds,Jonno Recommends - today’s tip is for anyone looking for an extra grippy mountain bike tyre for the front wheel. Th… https://t.co/KpiT6NAGCt
52,2021-05-04 08:54:31,MotorsNand,Noida,We at Nand Motors are famous for offering Goodyear Tyre.  #Goodyear #tyres #Tyredealers #dealersinnoid #nandmotors… https://t.co/9Udz7cUSqX
53,2021-05-04 08:46:58,phinnatyresng,"Peace Block, 5/6 A1, African .","Get your Car Tyres today with a discount on all orders, visit https://t.co/cSUYxa9f9N or call 08149065136 or 090825… https://t.co/Yp0wLJqVnO"
54,2021-05-04 08:09:15,aeolus_official,,"Our AGRO AE74, a low rolling resistance tyre, that offers a lower fuel consumption and a high bearing capacity than… https://t.co/7ZfnqSLBAe"
55,2021-05-04 08:01:07,BandenHandel,Nederland,Dunlop STREETRESPONSE 2 86T https://t.co/5tRK51lEDj #banden #tyres https://t.co/ya4BWQ0m8D
56,2021-05-04 07:44:05,nortonstyres,Manchester UK,Peter B: Top service &amp; would definatly be using again plus very pleasent ppl 05/06/2020 https://t.co/lKlkHwWtxz inf… https://t.co/upASO1nQ9Z
57,2021-05-04 07:30:16,CAM_Connect,"Cam, Dursley, Gloucestershire","May the Fourth Be With You 💥🌍🪐
#StarWarsDay #MayThe4thBeWithYou #Tyres #Tires #TyreIndustry https://t.co/W4D29vxahI"
58,2021-05-04 07:22:16,Fabriciosx,Rio de janeiro,RT @CommercialTyreB: FEATURE: Get informed on the Harper Adams Research study which backs @Michelin's Ultraflex Technology performance and…
59,2021-05-04 07:21:24,HarperAdamsUni,Shropshire,RT @CommercialTyreB: FEATURE: Get informed on the Harper Adams Research study which backs @Michelin's Ultraflex Technology performance and…
60,2021-05-04 07:21:05,loversfave,World,"RT @elite_wheel: Don’t be too fast to drive over a puddle. You may see it as harmless or washing the underbody or even a bit of fun, but yo…"
61,2021-05-04 07:11:01,Dyne_Auto,"Harare, Zimbabwe","Ensure better road safety, improved fuel efficiency and prolonged tyre life with accurate tyre pressures

Don't hes… https://t.co/3ncvqlXSef"
62,2021-05-04 07:07:50,EAC_Telford,"Telford, England","RT @EAC_Telford: 12 Months interest free repair plan!
Pay a deposit on the day of purchase then pay the remaining balance as 11 equal month…"
63,2021-05-04 06:55:02,AMKGATWICK,"Crawley, West Sussex","It's a four day working week!

Is your MOT due this week? Check when it expires and even book online all on our web… https://t.co/z5PkI5XcfC"
64,2021-05-04 06:45:00,CommercialTyreB,"Crewe, England",FEATURE: @CAM_Connect: E-Jobsheet and fitter-force’s Versatility a Great Fit for Agri Sector… https://t.co/Ypvk5UZ0HY
65,2021-05-04 06:30:00,RetreadBusiness,Crewe,"BUSINESS: @VipalRubberCorp  and Fedan Tire Celebrate 25 Year Partnership

https://t.co/N76PJhvYew

#Retreading… https://t.co/um8CBLLTNP"
66,2021-05-04 06:26:49,elite_wheel,"Lagos, Nigeria","Don’t be too fast to drive over a puddle. You may see it as harmless or washing the underbody or even a bit of fun,… https://t.co/UH5NUeOg8p"
67,2021-05-04 05:52:00,The_Tyreman,Malaysia,"PRODUCT: First OE fitment for EfficientGrip Performance 2 

#Tyres #Toyota #Business #News 

https://t.co/2Xki0G9lbK"
68,2021-05-04 05:39:12,oluwole_dada,,RT @elite_wheel: Thinking of replacing your vehicle's tyres? We supply #tyres to suit your needs and  budget. #AllNew #AllBrands #AllSizes…
69,2021-05-04 05:33:24,elite_wheel,"Lagos, Nigeria",Thinking of replacing your vehicle's tyres? We supply #tyres to suit your needs and  budget. #AllNew #AllBrands… https://t.co/Q8q15y2gVq
70,2021-05-04 05:26:40,elite_wheel,"Lagos, Nigeria","Remember to carryout the morning parade, a daily first check on your vehicle before you MOVE. Check your #water,… https://t.co/6sm4cV3H10"
71,2021-05-04 05:00:20,CarandGeneral,East Africa,"MRF Light Truck tyres are built in a way that combines premium levels of treadwear, handling and ride comfort with… https://t.co/jendqcpHvU"
72,2021-05-04 03:29:27,5stocksinto,WorldWide,RT @5stocksinto: 5 Malaysian Stocks Into Rubber Plantations https://t.co/956pCRTwRa #Malaysia #Materials #Stocks #Investment #Rubber #Plant…
73,2021-05-04 02:47:42,Man_Of_IKEA,"Stockholm, Suède",RT @5stocksinto: 5 Chinese Stocks Into Tyres https://t.co/rZGwHNfuIH #China #Auto #Stocks #Investing #Tyres #Tires #Rubber #Radial #Slicks…
74,2021-05-04 02:45:37,5stocksinto,WorldWide,RT @5stocksinto: 5 Chinese Stocks Into Tyres https://t.co/rZGwHNfuIH #China #Auto #Stocks #Investing #Tyres #Tires #Rubber #Radial #Slicks…
75,2021-05-03 16:57:03,DentonMTBTrails,"Denton, Tx",Pirelli mountain bike tyres #mountainbike #mountainbiking #bike #tyres #pirelli #mountainlovers #terrain #tyre… https://t.co/qDkiRAMJYD
76,2021-05-03 16:12:11,LancsBusRT,Lancashire,"RT @allaboutoldham: ""I’d always recommend these guys, they never let me down and my car is always ready when they say it will be, top servi…"
77,2021-05-03 16:10:03,allaboutoldham,Oldham,"""I’d always recommend these guys, they never let me down and my car is always ready when they say it will be, top s… https://t.co/B4Yfl5iZCZ"
78,2021-05-03 16:00:00,CommercialTyreB,"Crewe, England",PRODUCT: Mitas Tyres Expands its Range of High Capacity Municipal Universal Silent Running Tyres for All-season Use… https://t.co/pxAhkse1hd
79,2021-05-03 14:54:12,automobilsport,Spanien/Luxembourg,Pirelli F1 Spanish GP - Why we've chosen the tyres - https://t.co/dIrCFvHGIT https://t.co/94SCOkxJMd photos Pirelli… https://t.co/4SAjoMMgZW
80,2021-05-03 14:21:20,Vwoke_owivri,,"RT @elite_wheel: We offer the largest range of #cheap #tyres online. Each week, our staff check up to 400 tyre prices with our competitors…"
81,2021-05-03 13:52:18,lord_kalu,Where ambition & emotion dines,"RT @elite_wheel: We offer the largest range of #cheap #tyres online. Each week, our staff check up to 400 tyre prices with our competitors…"
82,2021-05-03 13:37:02,TyreX_1306,,"RT @elite_wheel: We offer the largest range of #cheap #tyres online. Each week, our staff check up to 400 tyre prices with our competitors…"
83,2021-05-03 13:30:31,AfolabiAfoo01,Lagos,"RT @elite_wheel: We offer the largest range of #cheap #tyres online. Each week, our staff check up to 400 tyre prices with our competitors…"
84,2021-05-03 13:29:03,elite_wheel,"Lagos, Nigeria","We offer the largest range of #cheap #tyres online. Each week, our staff check up to 400 tyre prices with our compe… https://t.co/r9AJtzPfjM"
85,2021-05-03 13:16:08,OrienttechMe,Qatar,"We at Orienttech WLL having experience over a decade understand this and assist you.
https://t.co/7Y7S2l2PZl… https://t.co/FNyjt6txxQ"
86,2021-05-03 13:12:53,MaziOlayinkaDan,"Abeokuta, Nigeria",RT @elite_wheel: Thinking of replacing your vehicle's tyres? We supply #tyres to suit your needs and  budget. #AllNew #AllBrands #AllSizes…
87,2021-05-03 13:12:50,MaziOlayinkaDan,"Abeokuta, Nigeria","RT @elite_wheel: Remember to carryout the morning parade, a daily first check on your vehicle before you MOVE. Check your #water, #oils, #f…"
88,2021-05-03 13:00:01,RetreadBusiness,Crewe,"NEWSLETTER: What better way to start the week than connecting to the sector? 🤓

Retreaders around the globe trust o… https://t.co/cnJkDmdPFK"
89,2021-05-03 12:48:38,tyresandmoresa,South Africa,"#TyresAndMoreGarsfontein - where the classics come for some good old TLC...

Check out the new set of tyres on this… https://t.co/7TZLw6Dsl7"
90,2021-05-03 10:57:06,ElyTheMotorist,"Unit 2, Newnham Street, Ely",@elythemotorist #Tyres &amp; #Tube replacement same day service if you bring your #bike in before 10.00 am Mon to Sat… https://t.co/2I62P7x1MS
91,2021-05-03 10:52:42,ferrari_fb,Mars ,RT @MercedesBenz: What are the strengths of summer and winter tyres? How does aquaplaning work? Our host Chris Brow explains what needs to…
92,2021-05-03 10:12:52,JLowPhotos,"Widnes, England",A classic french car which was parked up on the shore line in Courseulles-sur-Mer in June 2014.  #French #Classic… https://t.co/0Yw0aJLFgo
93,2021-05-03 09:09:56,oluwole_dada,,RT @elite_wheel: Thinking of replacing your vehicle's tyres? We supply #tyres to suit your needs and  budget. #AllNew #AllBrands #AllSizes…
94,2021-05-03 09:00:28,YesAutoUK,,Tyers play an important role in car safety. On May 1 labelling rules change and here's what you need to know. 🤓… https://t.co/X0Atab7HnT
95,2021-05-03 08:43:00,Tyres4UWirral,"Wallasey, Birkenhead,Wirral","Have a great bank holiday Monday everyone!
A reminder we are open 10am-2pm today.
#wirral #wirralbusiness #wallasey… https://t.co/k3qmZtlRbn"
96,2021-05-03 08:00:17,MintysTyresMags,Gauteng,"Trusted Tyre Brands! At Unbeatable Prices!
Visit any of our Minty’s branches to get these offers… https://t.co/vW9TkModgV"
97,2021-05-03 08:00:11,AATyresAberdare,,"It’s May Day Bank Holiday! Make the most of it, put your feet up and enjoy a well-deserved break. 

For those of yo… https://t.co/3Erm2iVx8L"
98,2021-05-03 07:57:37,godsave_jesse,"Federal Capital Territory, Nig","RT @AutoSecureng: Why make a sticky mess out of your tyres when there’s a better option.
Make your tyres flat proof and protected today
Con…"
99,2021-05-03 07:45:23,nortonstyres,Manchester UK,Nortons provide a 10 strong fleet of mobile tyre fitters vans complete with experienced operators working throughou… https://t.co/vm9OSWsooN
100,2021-05-03 07:39:49,ancelochino,Kampala,"RT @townbusservices: Great week ahead! What mark do you want to leave on earth? A Monday morning is always a good day to begin. 

#uganda #…"
101,2021-05-03 07:39:23,ancywax,"Kampala, Uganda","RT @townbusservices: Great week ahead! What mark do you want to leave on earth? A Monday morning is always a good day to begin. 

#uganda #…"
102,2021-05-03 07:17:55,beuc,"Brussels, Belgium","RT @anectweet: New tyre label out 1 May – The new #label will ensure #consumers know more about the opportunities for fuel savings, the noi…"
103,2021-05-03 07:00:01,CommercialTyreB,"Crewe, England","PRODUCTION: CV Manufacturing up 16.9% in March, One Year on from Pandemic Shuttering Factories… https://t.co/OHZLT6Wo0B"
104,2021-05-03 07:00:00,RetreadBusiness,Crewe,"Get your ✍️ and 🗒️ because we're bringing some valuable technical tips your way 🚛 

Learn the 5 Tips to Ensure Cush… https://t.co/z4BPlr5vwJ"
105,2021-05-03 06:50:00,CommercialTyreB,"Crewe, England",FEATURE: Get informed on the Harper Adams Research study which backs @Michelin's Ultraflex Technology performance a… https://t.co/CkveqsvFAO
106,2021-05-03 06:16:02,TyreZim,"Harare, Zimbabwe","Month of May SALE

Prices include (VAT), Fitment and Balancing.

For more info call 08677 200 300

Terms and condit… https://t.co/Zx7Zj3DVYE"
107,2021-05-03 06:09:44,avdhutbagkar,"Mumbai, India","#apollotyre is heading towards 229 and 237, if gives some dip around 219 -217, then could be a good bet #tyres #intraday"
108,2021-05-03 05:53:48,_DammyB_,Euphoria .,"RT @elite_wheel: Remember to carryout the morning parade, a daily first check on your vehicle before you MOVE. Check your #water, #oils, #f…"
109,2021-05-03 05:53:44,_DammyB_,Euphoria .,RT @elite_wheel: Thinking of replacing your vehicle's tyres? We supply #tyres to suit your needs and  budget. #AllNew #AllBrands #AllSizes…
110,2021-05-03 05:49:18,elite_wheel,"Lagos, Nigeria",Thinking of replacing your vehicle's tyres? We supply #tyres to suit your needs and  budget. #AllNew #AllBrands… https://t.co/Z9Yc66Re9a
111,2021-05-03 05:47:09,elite_wheel,"Lagos, Nigeria","Remember to carryout the morning parade, a daily first check on your vehicle before you MOVE. Check your #water,… https://t.co/EmQGU0wKe9"
112,2021-05-03 04:57:37,townbusservices,"Kampala, Uganda",Great week ahead! What mark do you want to leave on earth? A Monday morning is always a good day to begin.… https://t.co/FFSwzU1Ffz
113,2021-05-03 04:30:00,The_Tyreman,Malaysia,"BUSINESS: @SailunTyresEU and EVA Unveil New Car to be Used for the 2021 D1GP

#Tyres #Product #Business #Race 

https://t.co/GI1a9ho0uX"
114,2021-05-02 20:15:09,StroodT,"Strood,Kent ME2 2 BJ .UK","Can you afford to to be without your car if it breaks down ? 
Looking for affordable car repairs take advantage of… https://t.co/iqWHtF9r2x"
115,2021-05-02 19:30:09,StroodT,"Strood,Kent ME2 2 BJ .UK","Strood Tyre Company provides affordable car servicing to customers in Strood &amp; Medway Towns.
We specialise in tyres… https://t.co/1RsP4UUgep"
116,2021-05-02 17:47:57,automobilsport,Spanien/Luxembourg,Pirelli F1 Portugal Grand Prix race - How the tyres performed - https://t.co/dIrCFvHGIT https://t.co/29Bvrm04gj pho… https://t.co/MXjivInNym
117,2021-05-02 17:13:27,oluwole_dada,,RT @elite_wheel: We are beyond grateful to everyone who retweet&amp;hype our business and bought #tyres from us.Thank you so much for choosing…
118,2021-05-02 15:24:24,MaziOlayinkaDan,"Abeokuta, Nigeria",RT @elite_wheel: We are beyond grateful to everyone who retweet&amp;hype our business and bought #tyres from us.Thank you so much for choosing…
119,2021-05-02 14:18:58,elite_wheel,"Lagos, Nigeria",We are beyond grateful to everyone who retweet&amp;hype our business and bought #tyres from us.Thank you so much for ch… https://t.co/CCyMIemVQs
120,2021-05-02 10:27:58,MissMotorsport,"Bridgwater, England","New technology, innovation. Is at the for front of motorsports.
Let's look at tyres!
#motorsport #tyres #eco… https://t.co/TcBYTY5I0X"
121,2021-05-02 10:04:11,suhayb1803,Nigeria,RT @MercedesBenz: What are the strengths of summer and winter tyres? How does aquaplaning work? Our host Chris Brow explains what needs to…
122,2021-05-02 09:02:22,dornochlassie,,"@WillieYeomans @ClydeRF Tyres are a nightmare, I have old winter tyres I cannot dispose of due to lack of recycling… https://t.co/OlUcf1FHbh"
123,2021-05-02 07:44:57,nortonstyres,Manchester UK,"Ben: Great service &amp; response, Dave your a legend 07/11/2019 https://t.co/lKlkHwWtxz info@nortonstyres.co.uk 24hr m… https://t.co/7kopGCilvu"
124,2021-05-02 05:00:00,TempeTyres,"Sydney, New South Wales","Simmons S6 Matte Black NCT
4 Wheels and 4 Tyres packages are available!
Packages include free In-store fitting, fre… https://t.co/aQaYUUwsny"
125,2021-05-02 00:36:50,JLowPhotos,"Widnes, England",A classic British Leyland Clydesdale truck at the Scorton Steam Fair in 2018. The Clydesdale was a model built in t… https://t.co/GR16orJMUJ
126,2021-05-02 00:00:00,TempeTyres,"Sydney, New South Wales","Simmons FR-1 Satin Black
4 Wheels and 4 Tyres packages are available!
Packages include free In-store fitting, free… https://t.co/aseJhWz9Nr"
127,2021-05-01 22:07:48,alana272727,"Brussels, Belgium","RT @anectweet: New tyre label out 1 May – The new #label will ensure #consumers know more about the opportunities for fuel savings, the noi…"
128,2021-05-01 20:19:30,TyresLangley,LANGLEY GREEN,"Enjoy Our Services at Reasonable Prices.
Phone: +44 1293 971849
Website: https://t.co/iNDIp7vtdZ… https://t.co/TGf0svg9Gs"
129,2021-05-01 20:03:25,ContentKarin,Leicester (UK),"Do you know what may be causing your tyres to wear?
#car #cartyres #tyres #automotive https://t.co/kN8cR7BOG9"
130,2021-05-01 19:12:41,SurreyWaste,Surrey,Another load of #tyres ready to be #burnt at this #illegal waste dump. #pollution #ClimateCrisis https://t.co/f2i3P26J1W
131,2021-05-01 19:06:18,urcomps2021,,Don’t miss the six items being drawn on Monday evening. Comps finish at 3pm bank hol Monday and will be drawn 6pm t… https://t.co/4Nlb0amVDQ
132,2021-05-01 17:03:29,automobilsport,Spanien/Luxembourg,Pirelli F1 Portugal Grand Prix qualifying - Possible race strategies - https://t.co/dIrCFvHGIT… https://t.co/cuTPhTmcRP
133,2021-05-01 14:41:41,JensHenriksson,Stockholm,"RT @anectweet: New tyre label out 1 May – The new #label will ensure #consumers know more about the opportunities for fuel savings, the noi…"
134,2021-05-01 13:00:06,StroodT,"Strood,Kent ME2 2 BJ .UK","We are open.
Please share.
Need tyres, brakes, servicing or repairs call Strood Tyre Company on 01634 296 266 or vi… https://t.co/5W1VSdo34q"
135,2021-05-01 12:10:02,Jttmot,"New Malden, Surrey","Whether you require an #MOT, #service, new #tyres, an exhaust repair or a simple light bulb change we will offer yo… https://t.co/GbUTgrytPw"
136,2021-05-01 10:21:44,tyreshopperHQ,,"Earn LOVE2SHOP vouchers when you buy Pirelli tyres at https://t.co/GjgmkSDB3k!

Choose #Pirelli #tyres and earn up… https://t.co/kTZ1DPBuOY"
137,2021-05-01 09:28:00,PeteMoring,Berks. UK,#Warning!! - Your #RV/#Car/#Van #Tyres Are Old &amp; #Dangerous !!  Even If They Have 'Plenty Of Tread' Left 🥴😟☠️ .....… https://t.co/1Gnkqvuec4
138,2021-05-01 09:15:47,AnecPresident,Dublin and Brussels,"RT @anectweet: New tyre label out 1 May – The new #label will ensure #consumers know more about the opportunities for fuel savings, the noi…"
139,2021-05-01 09:15:23,BrusselsRussell,"Brussels, Belgium","RT @anectweet: New tyre label out 1 May – The new #label will ensure #consumers know more about the opportunities for fuel savings, the noi…"
140,2021-05-01 08:08:13,SASTyres,"Glastonbury, England","Don’t leave it too late !

We stock budget tyres and can get almost any size and brand the same day 👌

Give SAS Tyr… https://t.co/OjeNQWEfne"
141,2021-05-01 08:01:07,BandenHandel,Nederland,Continental TS850 P SUV FR 99H  4x4 https://t.co/vVSDbGZbYi #banden #tyres https://t.co/yIvSjxjbYP
142,2021-05-01 08:00:00,anectweet,"Brussels, Belgium",New tyre label out 1 May – The new #label will ensure #consumers know more about the opportunities for fuel savings… https://t.co/AMI8ZrmIXf
143,2021-05-01 07:15:34,M6_Info,,"RT @trscasings: North West Truck and Bus Tyre Breakdowns - No Problem...

We operate around the clock to keep you safe and moving.

24/7 Se…"
144,2021-05-01 07:14:38,trscasings,North West England,"North West Truck and Bus Tyre Breakdowns - No Problem...

We operate around the clock to keep you safe and moving.… https://t.co/BjRaCrLU22"
145,2021-05-01 06:30:11,falconmotors,Newark,#Newark drivers When was the last time you checked your #tyres? 3 penalty points can be given for each defective ty… https://t.co/vc4XQS9PWA
